CustomerID,Recency,Frequency,Monetary,TotalItems,BulkCount,PreferredCategory,PreferredProduct,AvgBasketSize,BulkRatio,R_Score,F_Score,M_Score,RFM_Score,Log_Monetary,Segment,Segment_Name
1011,8,45,1047320.0,252.0,2,Beverages,Frozen Titus Fish (1kg),5.6,0.044444444444444446,2,1,1,211,13.861746033121365,1,"Loyal (High F, High M)"
1012,3,956,22960605.0,3782.0,26,Foodstuff,Beans (paint bucket),3.9560669456066946,0.027196652719665274,4,5,5,455,16.949290522795554,0,"New & Infrequent (Low R, Low F, Low M)"
1013,1,480,11736782.0,1953.0,17,Foodstuff,Spaghetti (carton of 12 packs),4.06875,0.035416666666666666,5,4,5,545,16.27823831437083,0,"New & Infrequent (Low R, Low F, Low M)"
1014,84,46,944456.0,173.0,4,Foodstuff,Frozen Mackerel (1kg),3.760869565217391,0.08695652173913043,1,1,1,111,13.758365438153607,2,"At Risk (High R, Low F)"
1015,10,62,1167009.0,165.0,0,Beverages,Golden Morn (45g sachet),2.661290322580645,0.0,2,1,1,211,13.96995548021227,1,"Loyal (High F, High M)"
1016,3,64,1710865.0,190.0,0,Foodstuff,Frozen Mackerel (1kg),2.96875,0.0,4,1,2,412,14.352510233033595,1,"Loyal (High F, High M)"
1017,11,107,1376694.0,278.0,2,Foodstuff,Coca-Cola (2L bottle),2.5981308411214954,0.018691588785046728,2,2,1,221,14.135196257171119,1,"Loyal (High F, High M)"
1018,1,216,4808215.0,917.0,8,Foodstuff,Domestic Beer (0.5L bottle),4.24537037037037,0.037037037037037035,5,3,3,533,15.38583667931287,3,"Potential Loyal (Moderate F, Moderate M)"
1019,16,144,2343387.0,589.0,9,Foodstuff,Indomie (carton of 24 packs),4.090277777777778,0.0625,1,2,2,122,14.667108303438381,1,"Loyal (High F, High M)"
1020,1,110,2516226.0,442.0,3,Foodstuff,Indomie (carton of 24 packs),4.0181818181818185,0.02727272727272727,5,2,2,522,14.738271115308173,1,"Loyal (High F, High M)"
1021,3,328,7355990.0,1278.0,9,Foodstuff,Indomie (carton of 24 packs),3.8963414634146343,0.027439024390243903,4,4,4,444,15.811025641214572,3,"Potential Loyal (Moderate F, Moderate M)"
1022,34,38,1241419.0,165.0,1,Foodstuff,Eggs (crate of 30),4.342105263157895,0.02631578947368421,1,1,1,111,14.031766443674508,1,"Loyal (High F, High M)"
1023,2,86,1533544.0,281.0,1,Foodstuff,Rice (1kg),3.2674418604651163,0.011627906976744186,4,2,2,422,14.24309260674235,1,"Loyal (High F, High M)"
1024,8,98,2238521.0,466.0,4,Foodstuff,Beef (1kg),4.755102040816326,0.04081632653061224,2,2,2,222,14.621326384624691,1,"Loyal (High F, High M)"
1025,18,185,4157172.0,656.0,3,Foodstuff,Frozen Chicken (1kg),3.545945945945946,0.016216216216216217,1,3,3,133,15.240345833919227,3,"Potential Loyal (Moderate F, Moderate M)"
1026,6,486,10475946.0,1798.0,14,Foodstuff,Spaghetti (carton of 12 packs),3.6995884773662553,0.02880658436213992,3,4,4,344,16.164592425414046,0,"New & Infrequent (Low R, Low F, Low M)"
1027,3,55,1425149.0,144.0,0,Foodstuff,Beans (paint bucket),2.618181818181818,0.0,4,1,1,411,14.169787629303006,1,"Loyal (High F, High M)"
1028,3,232,5261653.0,859.0,4,Foodstuff,Spaghetti (carton of 12 packs),3.7025862068965516,0.017241379310344827,4,3,3,433,15.475955983954472,3,"Potential Loyal (Moderate F, Moderate M)"
1029,6,249,5454961.0,1049.0,10,Foodstuff,Frozen Mackerel (1kg),4.21285140562249,0.040160642570281124,3,3,3,333,15.512036211138886,3,"Potential Loyal (Moderate F, Moderate M)"
1030,32,33,1062545.0,132.0,0,Foodstuff,Baby Formula (400g),4.0,0.0,1,1,1,111,13.876178472961193,1,"Loyal (High F, High M)"
1031,15,289,6067941.0,1342.0,11,Foodstuff,Beans (paint bucket),4.643598615916955,0.03806228373702422,2,4,4,244,15.618530061066052,3,"Potential Loyal (Moderate F, Moderate M)"
1032,32,52,583165.0,207.0,1,Foodstuff,Golden Morn (45g sachet),3.980769230769231,0.019230769230769232,1,1,1,111,13.276227158937349,1,"Loyal (High F, High M)"
1033,34,28,935418.0,189.0,2,Beverages,Red Table Wine (good quality),6.75,0.07142857142857142,1,1,1,111,13.748749836233552,1,"Loyal (High F, High M)"
1034,1,903,18342304.0,3571.0,30,Foodstuff,Indomie (carton of 24 packs),3.9545957918050942,0.03322259136212625,5,5,5,555,16.724720698465664,0,"New & Infrequent (Low R, Low F, Low M)"
1035,3,918,18690913.0,3925.0,31,Foodstuff,Rice (1kg),4.275599128540305,0.03376906318082789,4,5,5,455,16.743548081392795,0,"New & Infrequent (Low R, Low F, Low M)"
1036,4,438,10914323.0,1482.0,14,Foodstuff,Beef (1kg),3.3835616438356166,0.0319634703196347,3,4,5,345,16.205586612928688,3,"Potential Loyal (Moderate F, Moderate M)"
1037,24,111,3807736.0,490.0,6,Foodstuff,Frozen Mackerel (1kg),4.414414414414415,0.05405405405405406,1,2,3,123,15.152545607382237,1,"Loyal (High F, High M)"
1038,21,43,1249766.0,210.0,3,Foodstuff,Baby Diapers (bulk 92 pcs),4.883720930232558,0.06976744186046512,1,1,1,111,14.038467691903845,1,"Loyal (High F, High M)"
1039,2,324,6017444.0,975.0,8,Foodstuff,Garri (paint bucket),3.009259259259259,0.024691358024691357,4,4,4,444,15.610173308589285,3,"Potential Loyal (Moderate F, Moderate M)"
1040,7,206,4508737.0,637.0,5,Foodstuff,Beans (paint bucket),3.092233009708738,0.024271844660194174,2,3,3,233,15.3215278497048,3,"Potential Loyal (Moderate F, Moderate M)"
1041,16,53,912740.0,196.0,2,Foodstuff,Onions (1kg),3.69811320754717,0.03773584905660377,1,1,1,111,13.724207439157027,1,"Loyal (High F, High M)"
1042,5,292,6275717.0,1233.0,8,Foodstuff,Indomie (carton of 24 packs),4.222602739726027,0.0273972602739726,3,4,4,344,15.652198458747145,3,"Potential Loyal (Moderate F, Moderate M)"
1043,56,31,518444.0,85.0,0,Beverages,Cowbell Vitarich Cream (12g sachet),2.7419354838709675,0.0,1,1,1,111,13.158589225808374,2,"At Risk (High R, Low F)"
1044,3,746,18864009.0,2800.0,23,Foodstuff,Indomie (carton of 24 packs),3.753351206434316,0.030831099195710455,4,5,5,455,16.75276643186941,0,"New & Infrequent (Low R, Low F, Low M)"
1045,2,90,1588678.0,407.0,4,Foodstuff,Power Bank,4.522222222222222,0.044444444444444446,4,2,2,422,14.278413411266122,1,"Loyal (High F, High M)"
1046,7,315,5714817.0,1151.0,10,Foodstuff,Yam (medium tuber),3.653968253968254,0.031746031746031744,2,4,3,243,15.558573008684705,3,"Potential Loyal (Moderate F, Moderate M)"
1047,2,112,3111008.0,406.0,5,Foodstuff,Spaghetti (carton of 12 packs),3.625,0.044642857142857144,4,2,2,422,14.950457668836052,3,"Potential Loyal (Moderate F, Moderate M)"
1048,10,181,3614615.0,645.0,9,Foodstuff,Spaghetti (carton of 12 packs),3.56353591160221,0.049723756906077346,2,3,3,233,15.100496183866436,3,"Potential Loyal (Moderate F, Moderate M)"
1049,5,179,5162235.0,747.0,6,Foodstuff,Phone Case,4.173184357541899,0.0335195530726257,3,3,3,333,15.456880376929304,3,"Potential Loyal (Moderate F, Moderate M)"
1050,27,71,744596.0,246.0,4,Foodstuff,Beans (paint bucket),3.464788732394366,0.056338028169014086,1,2,1,121,13.520598411403773,1,"Loyal (High F, High M)"
1051,1,965,22753324.0,3919.0,31,Foodstuff,Garri (paint bucket),4.061139896373057,0.03212435233160622,5,5,5,555,16.940221846527955,0,"New & Infrequent (Low R, Low F, Low M)"
1052,1,481,11955099.0,1799.0,10,Foodstuff,Frozen Mackerel (1kg),3.74012474012474,0.02079002079002079,5,4,5,545,16.29666852354054,0,"New & Infrequent (Low R, Low F, Low M)"
1053,1,812,16220135.0,2931.0,23,Foodstuff,Indomie (carton of 24 packs),3.6096059113300494,0.02832512315270936,5,5,5,555,16.601763991326624,0,"New & Infrequent (Low R, Low F, Low M)"
1054,1,605,11292590.0,2034.0,13,Foodstuff,Coca-Cola (2L bottle),3.3619834710743803,0.021487603305785124,5,5,5,555,16.239657404924298,0,"New & Infrequent (Low R, Low F, Low M)"
1055,7,275,7104272.0,1168.0,8,Foodstuff,Indomie (carton of 24 packs),4.247272727272727,0.02909090909090909,2,4,4,244,15.77620699196982,3,"Potential Loyal (Moderate F, Moderate M)"
1056,1,779,18492068.0,2588.0,19,Foodstuff,Spaghetti (carton of 12 packs),3.3222079589216946,0.024390243902439025,5,5,5,555,16.732852495426574,0,"New & Infrequent (Low R, Low F, Low M)"
1057,1,49,1402318.0,132.0,0,Foodstuff,Coca-Cola (2L bottle),2.693877551020408,0.0,5,1,1,511,14.153637852792174,1,"Loyal (High F, High M)"
1058,8,59,900674.0,256.0,2,Foodstuff,Beans (paint bucket),4.338983050847458,0.03389830508474576,2,1,1,211,13.710899761196993,1,"Loyal (High F, High M)"
1059,24,49,852758.0,151.0,1,Foodstuff,Rice (1kg),3.0816326530612246,0.02040816326530612,1,1,1,111,13.656232254314908,1,"Loyal (High F, High M)"
1060,3,122,3650585.0,549.0,6,Foodstuff,Eggs (crate of 30),4.5,0.04918032786885246,4,2,3,423,15.110398260617437,3,"Potential Loyal (Moderate F, Moderate M)"
1061,10,146,3963304.0,478.0,4,Foodstuff,Power Bank,3.2739726027397262,0.0273972602739726,2,2,3,223,15.19258883110871,3,"Potential Loyal (Moderate F, Moderate M)"
1062,18,87,1933012.0,234.0,1,Foodstuff,Beans (paint bucket),2.689655172413793,0.011494252873563218,1,2,2,122,14.474590483465319,1,"Loyal (High F, High M)"
1063,6,549,10502580.0,2036.0,16,Foodstuff,Spaghetti (carton of 12 packs),3.70856102003643,0.029143897996357013,3,5,4,354,16.16713159444535,0,"New & Infrequent (Low R, Low F, Low M)"
1064,19,130,3530474.0,572.0,4,Foodstuff,Frozen Titus Fish (1kg),4.4,0.03076923076923077,1,2,3,123,15.076942980763489,1,"Loyal (High F, High M)"
1065,22,97,2488595.0,590.0,7,Foodstuff,Onions (1kg),6.082474226804123,0.07216494845360824,1,2,2,122,14.727229253992954,1,"Loyal (High F, High M)"
1066,3,218,4495626.0,713.0,6,Foodstuff,Red Table Wine (good quality),3.270642201834862,0.027522935779816515,4,3,3,433,15.318615704480623,3,"Potential Loyal (Moderate F, Moderate M)"
1067,29,51,892564.0,272.0,4,Beverages,Spaghetti (carton of 12 packs),5.333333333333333,0.0784313725490196,1,1,1,111,13.701854619115672,1,"Loyal (High F, High M)"
1068,1,482,11781059.0,1703.0,9,Foodstuff,Frozen Mackerel (1kg),3.533195020746888,0.01867219917012448,5,4,5,545,16.282003715161558,0,"New & Infrequent (Low R, Low F, Low M)"
1069,10,52,940933.0,161.0,2,Beverages,Indomie (carton of 24 packs),3.0961538461538463,0.038461538461538464,2,1,1,211,13.754628277956819,1,"Loyal (High F, High M)"
1070,1,954,19960484.0,3684.0,30,Foodstuff,Spaghetti (carton of 12 packs),3.861635220125786,0.031446540880503145,5,5,5,555,16.80926512714958,0,"New & Infrequent (Low R, Low F, Low M)"
1071,6,395,8887812.0,1483.0,13,Foodstuff,Frozen Titus Fish (1kg),3.7544303797468355,0.03291139240506329,3,4,4,344,16.000191570476307,3,"Potential Loyal (Moderate F, Moderate M)"
1072,20,56,1364050.0,210.0,2,Foodstuff,Onions (1kg),3.75,0.03571428571428571,1,1,1,111,14.12596950671588,1,"Loyal (High F, High M)"
1073,7,37,460127.0,127.0,3,Beverages,Spaghetti (carton of 12 packs),3.4324324324324325,0.08108108108108109,2,1,1,211,13.039259990627468,1,"Loyal (High F, High M)"
1074,1,573,12457498.0,2189.0,15,Foodstuff,Indomie (carton of 24 packs),3.8202443280977314,0.02617801047120419,5,5,5,555,16.337833328864765,0,"New & Infrequent (Low R, Low F, Low M)"
1075,3,349,6781695.0,1274.0,9,Foodstuff,Cowbell Vitarich Cream (12g sachet),3.650429799426934,0.025787965616045846,4,4,4,444,15.729737776127536,3,"Potential Loyal (Moderate F, Moderate M)"
1076,5,352,8135271.0,1278.0,13,Foodstuff,Frozen Chicken (1kg),3.6306818181818183,0.036931818181818184,3,4,4,344,15.91171973384767,3,"Potential Loyal (Moderate F, Moderate M)"
1077,1,500,9174524.0,1812.0,18,Foodstuff,Spaghetti (carton of 12 packs),3.624,0.036,5,5,4,554,16.03194117944757,0,"New & Infrequent (Low R, Low F, Low M)"
1078,7,34,1341380.0,190.0,1,Foodstuff,Rice (50kg bag),5.588235294117647,0.029411764705882353,2,1,1,211,14.109210238241511,1,"Loyal (High F, High M)"
1079,14,97,2064884.0,268.0,0,Foodstuff,Beans (paint bucket),2.7628865979381443,0.0,2,2,2,222,14.540585092753881,1,"Loyal (High F, High M)"
1080,53,22,603400.0,61.0,0,Foodstuff,Beans (paint bucket),2.772727272727273,0.0,1,1,1,111,13.310337262981164,2,"At Risk (High R, Low F)"
1081,3,590,10610779.0,1812.0,12,Foodstuff,Frozen Chicken (1kg),3.071186440677966,0.020338983050847456,4,5,4,454,16.1773810234394,0,"New & Infrequent (Low R, Low F, Low M)"
1082,2,274,7307622.0,1105.0,10,Foodstuff,Indomie (carton of 24 packs),4.032846715328467,0.0364963503649635,4,4,4,444,15.804428607847777,3,"Potential Loyal (Moderate F, Moderate M)"
1083,20,107,1567256.0,309.0,4,Foodstuff,Spaghetti (carton of 12 packs),2.8878504672897196,0.037383177570093455,1,2,2,122,14.264837515548317,1,"Loyal (High F, High M)"
1084,30,45,904897.0,238.0,4,Foodstuff,Yam (medium tuber),5.288888888888889,0.08888888888888889,1,1,1,111,13.715577509147812,1,"Loyal (High F, High M)"
1085,13,95,1303985.0,376.0,3,Beverages,Beans (paint bucket),3.957894736842105,0.031578947368421054,2,2,1,221,14.080936285214783,1,"Loyal (High F, High M)"
1086,3,93,2157181.0,272.0,2,Foodstuff,Domestic Beer (0.5L bottle),2.924731182795699,0.021505376344086023,4,2,2,422,14.584313298260572,1,"Loyal (High F, High M)"
1087,2,411,9391009.0,1719.0,11,Foodstuff,Cowbell Vitarich Cream (12g sachet),4.182481751824818,0.0267639902676399,4,4,4,444,16.055263406635508,3,"Potential Loyal (Moderate F, Moderate M)"
1088,8,352,8265714.0,1231.0,8,Foodstuff,Indomie (carton of 24 packs),3.497159090909091,0.022727272727272728,2,4,4,244,15.927626794872431,3,"Potential Loyal (Moderate F, Moderate M)"
1089,1,631,16141822.0,2769.0,25,Foodstuff,Spaghetti (carton of 12 packs),4.3882725832012675,0.039619651347068144,5,5,5,555,16.596924163622344,0,"New & Infrequent (Low R, Low F, Low M)"
1090,1,191,3777642.0,667.0,7,Foodstuff,Frozen Titus Fish (1kg),3.492146596858639,0.03664921465968586,5,3,3,533,15.144610828137207,3,"Potential Loyal (Moderate F, Moderate M)"
1091,30,57,1288681.0,336.0,3,Foodstuff,Palm Oil (75cl bottle),5.894736842105263,0.05263157894736842,1,1,1,111,14.069130548614723,1,"Loyal (High F, High M)"
1092,5,374,6811341.0,1414.0,11,Foodstuff,Baby Wipes,3.7807486631016043,0.029411764705882353,3,4,4,344,15.734099721853742,3,"Potential Loyal (Moderate F, Moderate M)"
1093,2,421,10316034.0,1410.0,5,Foodstuff,Garri (paint bucket),3.34916864608076,0.011876484560570071,4,4,4,444,16.14921003876552,3,"Potential Loyal (Moderate F, Moderate M)"
1094,1,270,6047849.0,966.0,5,Foodstuff,Rice (50kg bag),3.577777777777778,0.018518518518518517,5,3,4,534,15.61521339494664,3,"Potential Loyal (Moderate F, Moderate M)"
1095,2,443,11780778.0,1819.0,18,Foodstuff,Indomie (carton of 24 packs),4.106094808126411,0.040632054176072234,4,4,5,445,16.281979863033545,0,"New & Infrequent (Low R, Low F, Low M)"
1096,2,210,5057084.0,829.0,7,Foodstuff,Rice (50kg bag),3.947619047619048,0.03333333333333333,4,3,3,433,15.436300788305278,3,"Potential Loyal (Moderate F, Moderate M)"
1097,4,196,4778880.0,1126.0,8,Foodstuff,Coca-Cola (2L bottle),5.744897959183674,0.04081632653061224,3,3,3,333,15.379716976643449,3,"Potential Loyal (Moderate F, Moderate M)"
1098,7,157,2720229.0,664.0,5,Foodstuff,Rice (1kg),4.229299363057325,0.03184713375796178,2,3,2,232,14.816226993520814,1,"Loyal (High F, High M)"
1099,21,33,1115535.0,170.0,1,Foodstuff,Rice (50kg bag),5.151515151515151,0.030303030303030304,1,1,1,111,13.92484556485751,1,"Loyal (High F, High M)"
1100,7,34,762958.0,84.0,0,Foodstuff,Beans (paint bucket),2.4705882352941178,0.0,2,1,1,211,13.544959573567233,1,"Loyal (High F, High M)"
1101,41,47,1113731.0,159.0,3,Foodstuff,Salt (big size),3.382978723404255,0.06382978723404255,1,1,1,111,13.923227096020394,2,"At Risk (High R, Low F)"
1102,4,289,6317150.0,850.0,5,Foodstuff,Indomie (carton of 24 packs),2.9411764705882355,0.01730103806228374,3,4,4,344,15.658778873346929,3,"Potential Loyal (Moderate F, Moderate M)"
1103,1,97,1521029.0,325.0,1,Foodstuff,Frozen Chicken Laps,3.350515463917526,0.010309278350515464,5,2,2,522,14.234898294912794,1,"Loyal (High F, High M)"
1104,5,214,4917210.0,1019.0,7,Foodstuff,Eggs (crate of 30),4.761682242990654,0.03271028037383177,3,3,3,333,15.408252057818293,3,"Potential Loyal (Moderate F, Moderate M)"
1105,2,659,14438904.0,2502.0,15,Foodstuff,Indomie (carton of 24 packs),3.7966616084977236,0.02276176024279211,4,5,5,455,16.485436857528708,0,"New & Infrequent (Low R, Low F, Low M)"
1106,2,102,2565508.0,368.0,3,Foodstuff,Baby Formula (400g),3.607843137254902,0.029411764705882353,4,2,2,422,14.757667457446095,1,"Loyal (High F, High M)"
1107,6,174,5456481.0,697.0,4,Foodstuff,Beef (1kg),4.005747126436781,0.022988505747126436,3,3,3,333,15.512314817711918,3,"Potential Loyal (Moderate F, Moderate M)"
1108,19,360,7287541.0,1334.0,13,Foodstuff,Indomie (carton of 24 packs),3.7055555555555557,0.03611111111111111,1,4,4,144,15.801676872917588,3,"Potential Loyal (Moderate F, Moderate M)"
1109,9,119,3312044.0,600.0,5,Foodstuff,Yam (medium tuber),5.042016806722689,0.04201680672268908,2,2,2,222,15.013076381351507,3,"Potential Loyal (Moderate F, Moderate M)"
1110,8,42,704789.0,129.0,0,Foodstuff,Beef (1kg),3.0714285714285716,0.0,2,1,1,211,13.465655165081202,1,"Loyal (High F, High M)"
1111,31,74,1630644.0,194.0,0,Foodstuff,Frozen Mackerel (1kg),2.6216216216216215,0.0,1,2,2,122,14.304486200033635,1,"Loyal (High F, High M)"
1112,63,58,2731429.0,314.0,3,Foodstuff,Baby Diapers (bulk 92 pcs),5.413793103448276,0.05172413793103448,1,1,2,112,14.820335839544631,2,"At Risk (High R, Low F)"
1113,3,782,16093215.0,3597.0,39,Foodstuff,Spaghetti (carton of 12 packs),4.599744245524296,0.049872122762148335,4,5,5,455,16.59390837469527,0,"New & Infrequent (Low R, Low F, Low M)"
1114,5,467,10667465.0,1845.0,13,Foodstuff,Indomie (carton of 24 packs),3.9507494646680943,0.027837259100642397,3,4,4,344,16.182709106788217,0,"New & Infrequent (Low R, Low F, Low M)"
1115,1,311,7919542.0,1204.0,10,Foodstuff,Beans (paint bucket),3.8713826366559485,0.03215434083601286,5,4,4,544,15.88484406010558,3,"Potential Loyal (Moderate F, Moderate M)"
1116,1,592,13420979.0,2513.0,18,Foodstuff,Indomie (carton of 24 packs),4.2449324324324325,0.030405405405405407,5,5,5,555,16.41232971217691,0,"New & Infrequent (Low R, Low F, Low M)"
1117,2,415,9499203.0,1702.0,14,Foodstuff,Spaghetti (carton of 12 packs),4.1012048192771084,0.033734939759036145,4,4,4,444,16.06671856358655,3,"Potential Loyal (Moderate F, Moderate M)"
1118,26,64,1681001.0,305.0,2,Foodstuff,Eggs (crate of 30),4.765625,0.03125,1,1,2,112,14.33490060215804,1,"Loyal (High F, High M)"
1119,1,673,14637940.0,2801.0,22,Foodstuff,Rice (1kg),4.161961367013373,0.03268945022288262,5,5,5,555,16.499127414529912,0,"New & Infrequent (Low R, Low F, Low M)"
1120,1,219,5381049.0,935.0,7,Foodstuff,Indomie (carton of 24 packs),4.269406392694064,0.0319634703196347,5,3,3,533,15.498394080381555,3,"Potential Loyal (Moderate F, Moderate M)"
1121,2,500,11564155.0,1899.0,10,Foodstuff,Indomie (carton of 24 packs),3.798,0.02,4,5,5,455,16.263420872169203,0,"New & Infrequent (Low R, Low F, Low M)"
1122,3,636,13069348.0,1982.0,12,Foodstuff,Frozen Titus Fish (1kg),3.1163522012578615,0.018867924528301886,4,5,5,455,16.385780275637643,0,"New & Infrequent (Low R, Low F, Low M)"
1123,10,130,2605754.0,451.0,5,Foodstuff,Onions (1kg),3.4692307692307693,0.038461538461538464,2,2,2,222,14.773233018433077,1,"Loyal (High F, High M)"
1124,39,39,566452.0,112.0,0,Foodstuff,Power Bank,2.871794871794872,0.0,1,1,1,111,13.247149390430254,2,"At Risk (High R, Low F)"
1125,1,69,1976085.0,352.0,2,Foodstuff,Baby Diapers (bulk 92 pcs),5.101449275362318,0.028985507246376812,5,2,2,522,14.49662867861009,1,"Loyal (High F, High M)"
1126,9,145,3937682.0,641.0,6,Foodstuff,Domestic Beer (0.5L bottle),4.4206896551724135,0.041379310344827586,2,2,3,223,15.186103037226516,3,"Potential Loyal (Moderate F, Moderate M)"
1127,3,553,10352966.0,2103.0,15,Foodstuff,Onions (1kg),3.8028933092224233,0.027124773960216998,4,5,4,454,16.15278370326128,0,"New & Infrequent (Low R, Low F, Low M)"
1128,6,560,13323019.0,2434.0,22,Foodstuff,Spaghetti (carton of 12 packs),4.3464285714285715,0.039285714285714285,3,5,5,355,16.405003924104623,0,"New & Infrequent (Low R, Low F, Low M)"
1129,19,53,1370135.0,272.0,2,Foodstuff,Beef (1kg),5.132075471698113,0.03773584905660377,1,1,1,111,14.130420562950352,1,"Loyal (High F, High M)"
1130,10,222,5809239.0,1037.0,9,Foodstuff,Spaghetti (carton of 12 packs),4.671171171171171,0.04054054054054054,2,3,3,233,15.574960311321771,3,"Potential Loyal (Moderate F, Moderate M)"
1131,1,148,4097310.0,583.0,4,Foodstuff,Spaghetti (carton of 12 packs),3.939189189189189,0.02702702702702703,5,2,3,523,15.225841462849905,3,"Potential Loyal (Moderate F, Moderate M)"
1132,50,85,2820635.0,336.0,3,Foodstuff,Frozen Chicken (1kg),3.9529411764705884,0.03529411764705882,1,2,2,122,14.85247294940069,2,"At Risk (High R, Low F)"
1133,21,57,687978.0,179.0,2,Foodstuff,Beef (1kg),3.1403508771929824,0.03508771929824561,1,1,1,111,13.441513593193823,1,"Loyal (High F, High M)"
1134,9,89,2145553.0,365.0,3,Foodstuff,Garri (paint bucket),4.101123595505618,0.033707865168539325,2,2,2,222,14.578908352055269,1,"Loyal (High F, High M)"
1135,1,881,19590656.0,3074.0,22,Foodstuff,Spaghetti (carton of 12 packs),3.489216799091941,0.024971623155505107,5,5,5,555,16.790563326877496,0,"New & Infrequent (Low R, Low F, Low M)"
1136,3,134,2565504.0,523.0,5,Foodstuff,Frozen Mackerel (1kg),3.9029850746268657,0.03731343283582089,4,2,2,422,14.757665898300086,1,"Loyal (High F, High M)"
1137,15,219,3989162.0,799.0,5,Foodstuff,Cowbell Vitarich Cream (12g sachet),3.6484018264840183,0.0228310502283105,2,3,3,233,15.199091992424222,3,"Potential Loyal (Moderate F, Moderate M)"
1138,7,344,7682232.0,1671.0,16,Foodstuff,Garri (paint bucket),4.857558139534884,0.046511627906976744,2,4,4,244,15.854420818071084,3,"Potential Loyal (Moderate F, Moderate M)"
1139,1,127,1795517.0,357.0,3,Foodstuff,Onions (1kg),2.811023622047244,0.023622047244094488,5,2,2,522,14.40080411766068,1,"Loyal (High F, High M)"
1140,1,811,18544216.0,3270.0,30,Foodstuff,Spaghetti (carton of 12 packs),4.032059186189889,0.036991368680641186,5,5,5,555,16.73566854639139,0,"New & Infrequent (Low R, Low F, Low M)"
1141,3,974,22477706.0,4169.0,38,Foodstuff,Spaghetti (carton of 12 packs),4.280287474332649,0.039014373716632446,4,5,5,455,16.92803457600787,0,"New & Infrequent (Low R, Low F, Low M)"
1142,28,127,3961134.0,668.0,5,Foodstuff,Baby Diapers (bulk 92 pcs),5.25984251968504,0.03937007874015748,1,2,3,123,15.192041158325715,1,"Loyal (High F, High M)"
1143,11,234,5759725.0,780.0,6,Foodstuff,Yam (medium tuber),3.3333333333333335,0.02564102564102564,2,3,3,233,15.566400462096167,3,"Potential Loyal (Moderate F, Moderate M)"
1144,3,77,2363895.0,322.0,2,Foodstuff,Frozen Mackerel (1kg),4.181818181818182,0.025974025974025976,4,2,2,422,14.675821663308584,1,"Loyal (High F, High M)"
1145,21,136,3305756.0,568.0,5,Foodstuff,Eggs (crate of 30),4.176470588235294,0.03676470588235294,1,2,2,122,15.011176051939326,1,"Loyal (High F, High M)"
1146,1,54,644338.0,136.0,1,Foodstuff,Baby Wipes,2.5185185185185186,0.018518518518518517,5,1,1,511,13.375980264103449,1,"Loyal (High F, High M)"
1147,6,256,5442180.0,1091.0,9,Foodstuff,Frozen Chicken (1kg),4.26171875,0.03515625,3,3,3,333,15.509690457603178,3,"Potential Loyal (Moderate F, Moderate M)"
1148,4,200,4570065.0,779.0,5,Foodstuff,Frozen Chicken Laps,3.895,0.025,3,3,3,333,15.33503820477923,3,"Potential Loyal (Moderate F, Moderate M)"
1149,40,33,399126.0,84.0,0,Foodstuff,Frozen Titus Fish (1kg),2.5454545454545454,0.0,1,1,1,111,12.897034940966007,2,"At Risk (High R, Low F)"
